length_cm,year,pond,station,month
25,2006,PJ,PJ2,1
31,1999,PJ,PJ1,1
29,2006,PJ,PJ1,1
33,1999,PJ,PJ1,1
34,1999,PJ,PJ2,1
36,1999,PJ,PJ1,1
39,1999,PJ,PJ1,1
29,1999,PJ,PJ2,1
24,2006,PJ,PJ1,1
17,2006,PJ,PJ2,1
29,1999,PJ,PJ2,1
37,2006,PJ,PJ2,1
37,2006,PJ,PJ2,1
32,1999,PJ,PJ1,1
30,1999,PJ,PJ3,2
29,2006,PJ,PJ1,1
35,2006,PJ,PJ2,1
16,1999,PJ,PJ1,1
41,1999,PJ,PJ2,1
22,2006,PJ,PJ2,1
42,1999,PJ,PJ2,1
42,1999,PJ,PJ1,1
31,1999,PJ,PJ1,1
29,1999,PJ,PJ1,2
30,2006,PJ,PJ2,1
30,1999,PJ,PJ1,1
39,1999,PJ,PJ1,1
28,1999,PJ,PJ2,1
41,2001,PJ,PJ2,2
31,2006,PJ,PJ1,1
42,1999,PJ,PJ1,1
33,1999,PJ,PJ2,1
38,1999,PJ,PJ2,1
34,1999,PJ,PJ2,1
34,1999,PJ,PJ1,1
39,1999,PJ,PJ1,1
31,1999,PJ,PJ2,1
29,1999,PJ,PJ2,1
29,1999,PJ,PJ2,1
42,1999,PJ,PJ1,1
29,1999,PJ,PJ1,1
34,1999,PJ,PJ2,1
47,1999,PJ,PJ2,1
35,1999,PJ,PJ1,1
33,1999,PJ,PJ1,1
33,1999,PJ,PJ2,1
30,1999,PJ,PJ1,1
38,1999,PJ,PJ2,1
40,1999,PJ,PJ2,1
39,1999,PJ,PJ2,1
19,2006,PJ,PJ2,1
42,1999,PJ,PJ2,1
27,2006,PJ,PJ2,1
32,1999,PJ,PJ2,1
32,2006,PJ,PJ2,1
30,1999,PJ,PJ2,1
37,1999,PJ,PJ2,1
35,1999,PJ,PJ2,1
38,1999,PJ,PJ2,1
43,1999,PJ,PJ2,1
31,1999,PJ,PJ2,1
41,1999,PJ,PJ2,1
38,1999,PJ,PJ2,1
31,2001,PJ,PJ2,2
32,2001,PJ,PJ2,2
35,1999,PJ,PJ2,1
42,1999,PJ,PJ2,1
30,1999,PJ,PJ2,1
39,1999,PJ,PJ2,1
33,1999,PJ,PJ2,1
33,1999,PJ,PJ2,1
43,1999,PJ,PJ2,1
32,2001,PJ,PJ2,2
41,2001,PJ,PJ2,2
19.2,2024,PP,PP1,2
35,2011,PJ,PJ6,4
24,1999,PJ,PJ2,2
37,2000,PJ,PJ3,3
27,2010,PJ,PJ6,4
25.8,2024,NP,NP3,1
21,2004,PJ,PJ6,3
17,2005,PJ,PJ1,1
32,2011,PJ,PJ1,2
16.4,2023,NP,NP5,2
34,2008,PJ,PJ1,1
43,1999,PJ,PJ1,1
39,2020,NP,NP2,1
26,2009,PJ,PJ6,3
17.7,2024,PP,PP1,1
25.5,2024,NP,NP7,3
23,2023,PP,PP3,1
18.8,2023,PP,PP3,1
20,2002,PJ,PJ3,3
42,2004,PJ,PJ1,3
15.8,2021,PP,PP1,1
18,2005,PJ,PJ1,3
34,2006,PJ,PJ1,3
30,2006,PJ,PJ2,3
14.9,2023,PP,PP3,1
22.8,2019,PP,PP1,3
27.6,2023,PP,PP3,1
30.5,2024,PP,PP1,2
31,2011,PJ,PJ6,1
33,2009,PJ,PJ6,4
18.4,2024,NP,NP3,1
25,2024,NP,NP1,2
17.3,2024,NP,NP7,1
24.5,2024,NP,NP7,2
32,2003,PJ,PJ1,3
32,2003,PJ,PJ3,3
32.1,2023,NP,NP5,2
24.8,2024,PP,PP3,2
22,2011,PJ,PJ2,3
24.3,2023,NP,NP3,1
23.6,2024,NP,NP1,12
26.6,2024,NP,NP3,2
34,2008,PJ,PJ2,3
22.8,2024,NP,NP1,3
26.1,2023,NP,NP1,1
23,2003,PJ,PJ1,1
25,2013,NP,NP1,2
34,2011,PJ,PJ6,3
30,1999,PJ,PJ1,1
26.1,2023,NP,NP3,1
25.5,2022,NP,NP5,1
35,1999,PJ,PJ2,1
36,2000,PP,PP1,3
29,2008,PJ,PJ3,3
22,2007,PJ,PJ1,1
29.1,2022,NP,NP5,1
26.5,2020,PJ,PJ6,1
26,2014,PJ,PJ1,3
20.5,2023,PJ,PJ6,2
25,2014,PJ,PJ2,3
17.9,2023,PP,PP3,1
24.5,2021,NP,NP3,3
23.8,2022,PP,PP1,2
18.3,2020,PJ,PJ1,1
42,2012,PJ,PJ2,2
30,2011,PJ,PJ1,2
27.5,2020,PJ,PJ1,12
40,2000,PJ,PJ1,2
31.5,2020,PJ,PJ6,12
18.7,2024,NP,NP1,12
35,2001,PJ,PJ1,2
24,1999,PJ,PJ1,3
23,2024,NP,NP1,1
23.6,2023,NP,NP3,3
28,2014,PJ,PJ6,2
28,1999,PJ,PJ1,2
36,2002,PJ,PJ3,2
44.2,2022,NP,NP3,1
27,2021,NP,NP1,2
23,1999,PJ,PJ3,3
31,2010,PJ,PJ1,2
19,2006,PJ,PJ2,1
24,2016,PJ,PJ6,2
29,1999,PJ,PJ1,1
26.5,2021,PJ,PJ5,1
36,2011,PJ,PJ6,4
26.3,2023,NP,NP1,2
13,2024,NP,NP1,1
26,1999,PP,PP1,3
19,2003,PJ,PJ1,4
29.9,2020,NP,NP1,2
17,2022,PP,PP3,2
24.6,2023,NP,NP3,2
33.6,2020,PJ,PJ2,2
33,1999,PJ,PJ1,2
37,2006,PJ,PJ2,2
25.4,2021,PP,PP3,2
15,2007,PJ,PJ6,4
23,2022,NP,NP1,2
29.2,2022,NP,NP3,2
23.6,2023,PP,PP6,3
26.2,2022,NP,NP3,1
26,2023,NP,NP3,2
24,1999,PJ,PJ2,1
23.6,2022,PP,PP3,2
39,1999,PJ,PJ2,2
16,2006,PJ,PJ2,1
24.1,2022,NP,NP7,3
25,2022,NP,NP3,3
15.5,2024,NP,NP3,1
15.7,2024,PP,PP1,1
28,2002,PJ,PJ3,2
38,1999,PJ,PJ1,2
25.5,2022,NP,NP1,1
25.7,2021,NP,NP1,2
28,2024,PP,PP3,1
39,1999,PJ,PJ2,2
24.8,2020,PJ,PJ1,1
27,2003,PJ,PJ1,2
37,1999,PJ,PJ1,2
19.9,2023,NP,NP7,3
14.7,2025,NP,NP1,12
16.9,2023,NP,NP3,3
14.1,2022,PP,PP1,2
39,2010,PJ,PJ1,1
32,2007,PJ,PJ2,4
30,2008,PJ,PJ1,2
18.6,2024,PP,PP3,2
29,2020,NP,NP1,3
28.5,2021,PJ,PJ6,1
22.6,2020,PJ,PJ1,1
28,2008,PJ,PJ1,2
24,1999,PJ,PJ1,2
25,2021,NP,NP4,3
33,2007,PJ,PJ1,2
26,2023,NP,NP1,1
18,2006,PJ,PJ2,2
40,2000,PJ,PJ3,3
33,2007,PJ,PJ3,3
23,2003,PJ,PJ2,2
23.9,2024,NP,NP5,1
16,2014,PJ,PJ2,3
16.8,2022,PP,PP3,2
30,2013,PJ,PJ1,1
25,2005,PJ,PJ1,3
15.9,2023,NP,NP7,3
15,2000,PJ,PJ2,3
28,2014,PP,PP1,4
24,2004,PJ,PJ6,3
39,1999,PJ,PJ2,2
16,2002,PJ,PJ2,2
25,2002,PJ,PJ3,3
31,2015,PP,PP1,3
30,2008,PJ,PJ1,1
31,2006,PJ,PJ2,3
26,2010,PJ,PJ2,3
23,1999,PJ,PJ2,2
34,1999,PJ,PJ2,3
25.5,2024,NP,NP7,2
34,2006,PJ,PJ2,3
32.3,2020,PJ,PJ2,2
24,2007,PJ,PJ3,3
32,1999,PP,PP1,3
29,2010,PJ,PJ6,3
28.1,2024,PP,PP6,1
34,1999,PJ,PJ1,2
28.4,2025,NP,NP1,12
21,2001,PJ,PJ3,3
37,1999,PJ,PJ1,1
32,2012,NP,NP1,3
27,2006,PJ,PJ1,2
26.7,2024,NP,NP5,1
21,2006,PJ,PJ2,1
16.9,2024,PP,PP6,1
33,2016,PJ,PJ6,2
29,2006,PJ,PJ1,2
22,1999,PP,PP1,3
19.1,2020,PJ,PJ2,2
28.7,2021,PP,PP3,3
25,2006,PJ,PJ1,4
27,2006,PJ,PJ1,1
35,1999,PJ,PJ4,3
34,2006,PJ,PJ2,3
23,2021,NP,NP3,3
31,2004,PJ,PJ1,3
26,2011,PJ,PJ2,3
22,2006,PJ,PJ2,1
22,1999,PJ,PJ2,1
22.3,2021,NP,NP1,3
31,2001,PJ,PJ2,3
23,2011,PJ,PJ2,3
28,1999,PJ,PJ3,2
41,1999,PP,PP1,3
36,1999,PJ,PJ1,2
36,2014,PJ,PJ6,2
31,2005,PJ,PJ2,4
14.2,2025,NP,NP1,1
37,2007,PJ,PJ1,3
32,1999,PP,PP3,3
28.9,2021,NP,NP1,2
18.4,2024,PP,PP1,1
29.4,2020,NP,NP3,3
24,1999,PJ,PJ1,3
33,2012,PJ,PJ2,2
34,2006,PJ,PJ1,3
33,1999,PJ,PJ2,3
28,1999,PJ,PJ1,1
15,2025,NP,NP1,12
23.5,2024,NP,NP5,1
38,1999,PJ,PJ1,2
25,2000,PJ,PJ2,3
35,2005,PJ,PJ1,3
33,2018,PP,PP1,3
31,2006,PJ,PJ1,2
22.5,2022,NP,NP6,2
27,2024,NP,NP3,12
21,2022,PP,PP3,2
16,2024,NP,NP3,1
32,2011,PJ,PJ6,1
26.7,2023,NP,NP1,2
24,2020,PJ,PJ6,12
15.5,2024,PP,PP1,1
24.9,2024,NP,NP5,12
37,1999,PJ,PJ2,1
18,2022,PP,PP1,2
26.4,2024,NP,NP3,1
24.1,2024,NP,NP5,1
16.5,2023,PP,PP3,1
14.6,2024,PP,PP3,1
16.4,2023,NP,NP3,2
15,2024,PP,PP3,12
25.4,2024,NP,NP5,12
24.5,2023,NP,NP1,1
26.2,2022,NP,NP3,2
18.2,2023,PP,PP3,1
20,2020,PJ,PJ6,1
22.7,2024,NP,NP3,12
15.9,2023,NP,NP3,1
39,1999,PJ,PJ2,1
28.9,2020,PJ,PJ1,1
24.1,2022,NP,NP1,3
28.1,2023,PP,PP6,3
23,2005,PJ,PJ1,1
36.8,2021,PJ,PJ5,1
25,2024,NP,NP1,12
25.6,2024,NP,NP3,1
28,2003,PJ,PJ2,1
26,2006,PJ,PJ2,1
16.6,2024,PP,PP3,1
25,2006,PJ,PJ2,1
26.5,2022,PJ,PJ7,2
26.4,2024,NP,NP1,1
23.3,2023,NP,NP3,2
23.6,2022,NP,NP1,2
27.1,2024,PP,PP3,1
31,2010,PJ,PJ6,2
40,2011,PJ,PJ6,3
17,2017,PP,PP1,2
29,2006,PJ,PJ2,1
28,1999,PJ,PJ1,2
27.2,2022,NP,NP6,2
27,2005,PJ,PJ1,3
30,2021,PP,PP1,2
22.7,2024,NP,NP7,2
38,1999,PJ,PJ1,1
23.2,2024,NP,NP3,12
19.3,2023,NP,NP3,2
24.4,2023,NP,NP3,1
30,2006,PJ,PJ2,1
42,2000,PJ,PJ3,3
23,2005,PJ,PJ2,4
33,2004,PJ,PJ6,3
30,2005,PJ,PJ1,4
20,2004,PJ,PJ6,3
27,2001,PJ,PJ3,3
32,2005,PJ,PJ1,1
38,2006,PJ,PJ2,2
19,2002,PJ,PJ3,3
29,2011,PJ,PJ6,1
29,2008,PJ,PJ1,2
28.4,2024,NP,NP1,3
41,1999,PJ,PJ1,2
17.5,2024,PP,PP3,1
33,1999,PP,PP1,3
41,2000,PJ,PJ3,3
34,2000,PJ,PJ1,2
23,1999,PJ,PJ1,3
34.9,2021,PP,PP1,2
30,2005,PJ,PJ2,4
33,2012,PJ,PJ2,2
25.9,2024,NP,NP3,12
29,2010,PJ,PJ3,3
25,2023,NP,NP7,3
19,2007,PJ,PJ1,1
26.2,2022,PP,PP3,2
28.5,2023,NP,NP5,1
24,2007,PJ,PJ1,4
24,2006,PJ,PJ2,1
24,2006,PJ,PJ2,3
24,1999,PJ,PJ3,2
31,2005,PJ,PJ1,4
13.7,2024,NP,NP1,1
34,2010,PJ,PJ6,1
27,1999,PJ,PJ1,1
29,2006,PJ,PJ1,2
29.7,2020,NP,NP3,3
19,1999,PJ,PJ2,1
30,2010,PJ,PJ1,1
37,1999,PJ,PJ2,2
22.9,2022,NP,NP6,2
14,2023,NP,NP3,2
32,2020,NP,NP1,3
28,2002,PJ,PJ3,3
38,1999,PJ,PJ1,2
14.4,2024,PP,PP6,1
36,2001,PJ,PJ2,2
40,1999,PJ,PJ2,3
32,2014,PJ,PJ6,2
28,2024,NP,NP3,2
24,2024,PP,PP3,12
25.8,2024,NP,NP5,1
18.4,2024,PP,PP3,1
24,2010,PJ,PJ2,3
17.9,2020,PP,PP1,1
17.5,2023,PP,PP3,1
25.1,2023,NP,NP5,1
43,2006,PJ,PJ1,2
22.1,2022,NP,NP6,2
26.3,2024,NP,NP3,1
25.7,2021,NP,NP1,1
25,1999,PJ,PJ2,3
29,1999,PJ,PJ2,1
24,2003,PJ,PJ1,1
23.8,2024,NP,NP3,12
23.4,2024,NP,NP7,3
30.4,2020,PJ,PJ1,1
16,2020,PJ,PJ1,1
37,2008,PJ,PJ3,3
28.4,2024,PP,PP6,1
29,2021,NP,NP3,3
28.1,2023,NP,NP3,2
24,2010,PJ,PJ3,3
27,2003,PJ,PJ2,1
20,2006,PJ,PJ2,1
28.2,2022,NP,NP1,3
21,2022,NP,NP6,2
17.7,2024,NP,NP5,1
28,2002,PJ,PJ2,1
17.7,2024,PP,PP1,12
30,2006,PJ,PJ1,1
34,2010,PJ,PJ1,1
39,2000,PJ,PJ2,3
17,1999,PJ,PJ1,3
29,2003,PJ,PJ1,2
29.8,2023,NP,NP3,1
33,2010,PJ,PJ6,3
24.1,2024,PP,PP3,12
40,2000,PJ,PJ2,3
28,2006,PJ,PJ2,1
39,1999,PJ,PJ1,3
32,2011,PJ,PJ6,4
26,2002,PJ,PJ3,3
17.4,2024,PP,PP6,1
32.5,2020,NP,NP3,3
30,2010,PJ,PJ6,1
24.2,2019,NP,NP1,3
23.5,2022,NP,NP6,2
25,2024,PP,PP3,1
16,2023,NP,NP3,1
37,1999,PJ,PJ1,1
39,1999,PJ,PJ2,2
23.2,2024,NP,NP3,12
14,2001,PJ,PJ1,2
34,1999,PJ,PJ2,1
37,2005,PJ,PJ2,4
23,1999,PJ,PJ2,3
22,1999,PP,PP1,3
25.3,2024,NP,NP1,2
23.6,2023,NP,NP5,2
15.5,2024,PP,PP6,1
32,2011,PJ,PJ6,3
30,2006,PJ,PJ1,2
36,2007,PJ,PJ1,4
27,2023,NP,NP5,1
32,2006,PJ,PJ1,3
25.9,2023,PP,PP6,2
28,1999,PJ,PJ1,1
32,1999,PJ,PJ2,1
37,2018,PP,PP1,3
25,1999,PJ,PJ2,3
27.8,2024,PP,PP6,1
28,2010,PJ,PJ6,1
37,1999,PJ,PJ2,2
24.9,2024,PP,PP3,2
15,2022,PP,PP3,2
39,1999,PJ,PJ1,2
37,2000,PJ,PJ3,3
37,2012,PJ,PJ2,2
41,2001,PJ,PJ2,2
17.4,2022,PP,PP3,2
24,2009,PJ,PJ6,4
28,2006,PJ,PJ2,1
22,1999,PJ,PJ1,2
27,2020,NP,NP2,2
28.7,2020,NP,NP1,2
37,1999,PJ,PJ3,2
23,2006,PJ,PJ2,1
29,2006,PJ,PJ1,1
15.2,2025,NP,NP3,1
27.1,2021,PP,PP3,1
26,1999,PJ,PJ1,2
31,1999,PJ,PJ2,2
35,2006,PJ,PJ1,2
14.2,2025,NP,NP3,1
32.2,2022,NP,NP3,1
38,2000,PJ,PJ3,3
25,1999,PJ,PJ2,1
19,1999,PJ,PJ1,2
32.1,2020,PJ,PJ2,2
37,2000,PJ,PJ3,3
38,2005,PJ,PJ1,1
14.7,2024,PP,PP6,1
16.4,2022,PP,PP3,2
39.6,1999,PJ,PJ1,1
23,2005,PJ,PJ1,4
22,1999,PJ,PJ1,3
35,1999,PJ,PJ3,2
29,2011,PJ,PJ6,2
41,2002,PJ,PJ3,2
34,1999,PJ,PJ2,1
34,1999,PJ,PJ3,2
33,2006,PJ,PJ1,2
27,2000,PJ,PJ1,2
39,2001,PJ,PJ2,2
17.6,2025,PP,PP3,1
35,1999,PJ,PJ1,1
38,2001,PJ,PJ1,3
25,2006,PJ,PJ2,1
40,1999,PP,PP3,4
24,2010,PJ,PJ3,3
22,1999,PJ,PJ1,1
27.9,2023,NP,NP1,1
31,2021,NP,NP3,3
37,1999,PP,PP3,3
40,2000,PJ,PJ2,3
21,2006,PJ,PJ2,3
32,1999,PJ,PJ2,1
24.1,2024,PP,PP3,1
25,2002,PJ,PJ3,3
25,2024,NP,NP3,1
36,1999,PJ,PJ1,3
24.5,2019,NP,NP1,3
37,2000,PJ,PJ3,3
25,1999,PJ,PJ2,3
39,1999,PJ,PJ3,3
35,2000,PJ,PJ2,3
18,2003,PJ,PJ1,1
39.6,2024,NP,NP7,3
15.4,2023,NP,NP3,1
25.2,2024,NP,NP3,12
25,2006,PJ,PJ1,1
28,2006,PJ,PJ2,1
14.7,2025,NP,NP3,1
17,2006,PJ,PJ2,1
33,2011,PJ,PJ6,1
42,1999,PJ,PJ1,1
31,2005,PJ,PJ1,1
26.6,2024,NP,NP3,1
15.5,2023,NP,NP3,1
32,2007,PJ,PJ1,3
39,1999,PJ,PJ2,1
34,2011,PJ,PJ6,3
42,2000,PJ,PJ3,3
18,2005,PJ,PJ2,3
35,2000,PJ,PJ2,3
26,2006,PJ,PJ1,1
36,1999,PJ,PJ4,3
40,2000,PJ,PJ1,2
33,2000,PJ,PJ3,3
17.6,2025,NP,NP1,1
27,2007,PJ,PJ1,1
34,1999,PJ,PJ3,2
29.9,2024,NP,NP3,1
26.7,2024,NP,NP1,12
27.1,2023,NP,NP1,1
37,2000,PJ,PJ3,3
37,2000,PJ,PJ2,2
17.2,2025,PP,PP3,1
38,1999,PJ,PJ1,2
16,2006,PJ,PJ2,1
25,2000,PJ,PJ3,3
44,2000,PJ,PJ2,3
14.6,2025,NP,NP3,1
18.8,2024,PP,PP3,1
25,2024,NP,NP3,1
23,2006,PJ,PJ1,1
16,2002,PJ,PJ3,3
39,2000,PP,PP1,3
29,2006,PJ,PJ1,3
36,2001,PJ,PJ2,2
36,2006,PJ,PJ1,2
29,1999,PJ,PJ1,1
27,2006,PJ,PJ2,2
32,1999,PJ,PJ1,3
21.3,2022,NP,NP1,2
29,2010,PJ,PJ2,3
17,2003,PJ,PJ3,1
29,2020,NP,NP1,3
41,1999,PJ,PJ2,1
36,2010,PJ,PJ6,1
25,1999,PJ,PJ1,1
28.8,2024,NP,NP3,12
36,1999,PJ,PJ2,3
27,2006,PJ,PJ2,1
41,1999,PJ,PJ2,1
30,2006,PJ,PJ1,2
39,1999,PJ,PJ2,2
20,2004,PJ,PJ1,3
36,1999,PJ,PJ3,3
25.9,2025,NP,NP3,12
15.9,2024,PP,PP6,1
39,1999,PJ,PJ3,2
34,1999,PJ,PJ2,2
27,2010,PJ,PJ6,3
28.9,2023,NP,NP3,2
34,1999,PJ,PJ2,1
16,2005,PJ,PJ2,4
40,1999,PJ,PJ4,3
18,2006,PJ,PJ2,1
34,2001,PJ,PJ2,2
36,1999,PJ,PJ2,3
24.5,2024,NP,NP3,1
22.5,2023,NP,NP1,1
21.5,2020,PJ,PJ2,2
29,2010,PJ,PJ6,3
36,1999,PJ,PJ1,2
25,2001,PJ,PJ1,2
31,2005,PJ,PJ1,4
42,2000,PJ,PJ2,3
21,2005,PJ,PJ1,4
38,2000,PJ,PJ3,3
24.3,2023,NP,NP3,2
34,1999,PJ,PJ2,1
28.3,2024,NP,NP3,12
42,1999,PJ,PJ2,2
25.7,2024,NP,NP3,1
16.8,2023,PP,PP6,2
15.5,2023,NP,NP3,1
20,2006,PJ,PJ2,1
24,1999,PJ,PJ1,1
24,1999,PP,PP3,3
40,2000,PJ,PJ2,3
27,2002,PJ,PJ2,3
17,2023,NP,NP3,1
36,2000,PJ,PJ2,3
21,2023,NP,NP1,1
26,2003,PJ,PJ1,1
25,1999,PJ,PJ1,2
38,1999,PJ,PJ1,1
42,2006,PJ,PJ1,2
21.2,2023,NP,NP1,1
25.5,2020,NP,NP1,3
31,1999,PJ,PJ1,2
29,2010,PJ,PJ6,4
24.4,2024,NP,NP3,1
37,1999,PJ,PJ2,1
28,2018,PP,PP1,3
24.6,2024,NP,NP3,1
18,1999,PJ,PJ3,2
22,2006,PJ,PJ3,4
26,1999,PJ,PJ1,1
17.5,2023,NP,NP5,1
24,2005,PJ,PJ2,4
23.2,2024,NP,NP3,12
26,2006,PJ,PJ2,3
19,2001,PJ,PJ2,3
16,2023,NP,NP5,1
18.5,2025,PP,PP1,1
35,2001,PJ,PJ2,3
20,2006,PJ,PJ2,1
40,1999,PJ,PJ2,2
44,1999,PJ,PJ1,3
23,2003,PJ,PJ3,4
21,2005,PJ,PJ1,1
37,2000,PJ,PJ3,3
28.5,2022,NP,NP3,2
23,1999,PJ,PJ4,3
14.7,2024,PP,PP3,2
30,2010,PJ,PJ6,1
27,2004,PJ,PJ6,3
13.5,2024,NP,NP5,1
25,1999,PJ,PJ3,2
37,2000,PJ,PJ2,3
25,2005,PJ,PJ2,4
35,2000,PJ,PJ2,3
31,2001,PJ,PJ2,2
40,2001,PJ,PJ2,2
30,1999,PJ,PJ1,2
33,2006,PJ,PJ1,2
36,1999,PJ,PJ2,2
24.6,2024,PP,PP3,1
38,2010,PJ,PJ6,1
32,1999,PJ,PJ2,1
17.6,2020,NP,NP2,2
22,2006,PJ,PJ2,1
39,1999,PP,PP2,3
32,2006,PJ,PJ1,1
27,2010,PJ,PJ6,1
34,2000,PP,PP1,3
23,2006,PJ,PJ2,1
16.2,2025,NP,NP7,1
41,1999,PJ,PJ2,3
28.1,2020,NP,NP1,3
18,2002,PJ,PJ3,1
23.7,2024,NP,NP3,1
32,1999,PJ,PJ2,1
30,1999,PJ,PJ1,1
35,2001,PJ,PJ2,2
17,2023,NP,NP3,1
34,2000,PP,PP1,3
26.8,2024,NP,NP3,1
26.6,2022,NP,NP3,1
27,1999,PJ,PJ3,2
16,2006,PJ,PJ2,1
31,2006,PJ,PJ1,2
40,2001,PJ,PJ2,2
17,2023,NP,NP1,1
37,2000,PJ,PJ3,3
38,2000,PJ,PJ3,3
34,2005,PJ,PJ1,1
39,2001,PJ,PJ3,3
14.5,2023,NP,NP1,1
15,1999,PJ,PJ1,1
17.6,2023,NP,NP5,1
44,1999,PJ,PJ3,3
24.5,2024,NP,NP3,1
28.6,2024,PP,PP3,1
37,1999,PJ,PJ2,1
34,2001,PJ,PJ2,2
25,1999,PJ,PJ1,3
27.6,2024,NP,NP3,12
32,1999,PJ,PJ3,2
14.2,2023,NP,NP5,1
24,1999,PP,PP3,4
35,2006,PJ,PJ2,1
35,2000,PJ,PJ3,3
16.6,2025,NP,NP7,1
27,1999,PJ,PJ2,1
34,1999,PJ,PJ1,3
22,1999,PJ,PJ1,2
39,2000,PJ,PJ2,3
20,1999,PJ,PJ4,3
29.1,2020,NP,NP1,3
25,1999,PJ,PJ2,2
34,2010,PJ,PJ6,3
20,2005,PJ,PJ1,4
24,1999,PJ,PJ1,2
31,2006,PJ,PJ2,3
32,2001,PJ,PJ2,2
28.6,2023,NP,NP1,1
26.1,2022,NP,NP1,3
23.4,2024,NP,NP1,12
38,2000,PJ,PJ2,3
17.9,2023,NP,NP3,1
39,1999,PP,PP3,3
15.5,2023,NP,NP5,1
33,1999,PJ,PJ1,3
29,1999,PJ,PJ3,2
24.8,2024,NP,NP5,12
29.9,2019,NP,NP1,4
29,1999,PJ,PJ1,2
21,1999,PJ,PJ1,1
27,2006,PJ,PJ2,1
16,2006,PJ,PJ2,1
24.8,2024,NP,NP5,1
21,2010,PJ,PJ6,1
15.7,2024,NP,NP3,1
41,1999,PJ,PJ1,1
29,2006,PJ,PJ1,1
23,2006,PJ,PJ2,1
36,1999,PP,PP1,3
29.1,2024,NP,NP3,1
32,2001,PJ,PJ2,2
35,1999,PJ,PJ1,1
16,2023,NP,NP3,1
33,2006,PJ,PJ2,1
20,2006,PJ,PJ2,1
26,2003,PJ,PJ1,3
28.3,2024,NP,NP5,12
35,2001,PJ,PJ2,2
36,2000,PJ,PJ2,3
24.5,2022,NP,NP3,2
25,2010,PJ,PJ6,1
26,1999,PJ,PJ3,2
35,1999,PJ,PJ1,2
40,1999,PJ,PJ2,1
28,1999,PJ,PJ1,1
42,1999,PJ,PJ2,1
29,2006,PJ,PJ2,1
36,2006,PJ,PJ1,2
27,1999,PJ,PJ3,2
20,1999,PJ,PJ2,1
26,1999,PJ,PJ1,2
26,2024,NP,NP5,1
38,2000,PJ,PJ3,3
27,1999,PJ,PJ1,1
15,2002,PJ,PJ3,3
23,2006,PJ,PJ2,1
29,2007,PJ,PJ1,1
14.7,2024,NP,NP3,1
28,2010,PJ,PJ6,1
30,1999,PJ,PJ1,2
41,2000,PJ,PJ3,3
16,2023,NP,NP3,1
17,2006,PJ,PJ2,1
39,1999,PJ,PJ3,2
25.8,2024,NP,NP3,1
28,2005,PJ,PJ2,4
29,2021,NP,NP3,3
23.8,2024,NP,NP5,12
27,2001,PJ,PJ1,2
16,1999,PJ,PJ2,2
36,1999,PJ,PJ2,1
13.7,2024,NP,NP5,1
25,1999,PJ,PJ2,1
28,2006,PJ,PJ1,1
25,2000,PJ,PJ1,2
24,1999,PJ,PJ2,2
28,1999,PJ,PJ1,2
24,1999,PJ,PJ1,1
15,2006,PJ,PJ2,1
17,2006,PJ,PJ2,1
37,2001,PJ,PJ2,2
41,2001,PJ,PJ1,2
38,2000,PJ,PJ2,3
39,2000,PJ,PJ3,3
18,2005,PJ,PJ1,4
27,1999,PJ,PJ2,1
24,1999,PJ,PJ2,2
21,1999,PJ,PJ2,1
39,1999,PJ,PJ2,3
16,2001,PJ,PJ1,2
33,1999,PJ,PJ2,1
26,2007,PJ,PJ1,1
21,2004,PJ,PJ1,4
41,2000,PJ,PJ3,3
19,2006,PJ,PJ2,1
23,2005,PJ,PJ2,4
34,1999,PJ,PJ1,3
21,1999,PJ,PJ4,3
32,2006,PJ,PJ1,2
36,2006,PJ,PJ1,1
16,2005,PJ,PJ2,4
23,1999,PJ,PJ1,2
33,1999,PJ,PJ3,2
17,1999,PJ,PJ4,3
38,2000,PJ,PJ3,3
18.9,2024,NP,NP1,12
15.1,2024,NP,NP5,1
26.1,2024,NP,NP5,12
34,1999,PJ,PJ2,2
33,1999,PJ,PJ2,1
24,2006,PJ,PJ1,1
19,2006,PJ,PJ2,1
38,2001,PJ,PJ2,2
26,1999,PJ,PJ1,2
25,1999,PJ,PJ3,2
25,2006,PJ,PJ2,1
22,1999,PJ,PJ1,1
41,2000,PJ,PJ2,3
37,2000,PJ,PJ3,3
23,1999,PJ,PJ1,2
29,1999,PJ,PJ1,2
39,1999,PP,PP3,3
34,1999,PJ,PJ2,1
38,1999,PJ,PJ2,1
24.5,2024,NP,NP3,1
14.5,2024,NP,NP5,1
41,2000,PJ,PJ3,3
35,1999,PJ,PJ2,1
28,2006,PJ,PJ2,1
33,1999,PP,PP2,3
25,2000,PJ,PJ3,3
32,2001,PJ,PJ2,2
28,1999,PJ,PJ2,2
26,2006,PJ,PJ2,1
15,2006,PJ,PJ2,1
23.6,2022,NP,NP3,2
21,1999,PJ,PJ1,2
24,2002,PJ,PJ3,3
24,2005,PJ,PJ1,1
26.8,2023,NP,NP3,1
37,1999,PJ,PJ2,3
26.7,2024,NP,NP3,1
16.6,2024,NP,NP5,12
33,1999,PJ,PJ1,3
38,2001,PJ,PJ2,2
30,2006,PJ,PJ1,2
26,1999,PJ,PJ1,1
17,2024,NP,NP5,1
22,2006,PJ,PJ2,1
29,2006,PJ,PJ3,4
38,1999,PJ,PJ3,2
26,2006,PJ,PJ1,2
25,1999,PJ,PJ1,2
38,1999,PJ,PJ2,1
40,2000,PJ,PJ2,3
