pond,station,haul.winter,haul.date_jul,soak_days,set.occurrence_yr,lunar.illumination,range.depth_m,mean.water.temp_c,range.water.temp_c,skewness.water.temp,kurtosis.water.temp,bimodality.water.temp,air.temp.range_c,salinity_ppt,delta.salinity_ppt.day,do_mg.l,delta.do_mg.l.day,precip_mm.day,wind_m.s,wfl_freq,wfl_binary
NP,NP3,2023,91,3,8,0.4792781532025641,0.39000000000000057,6.891597222222222,1.3499999999999996,-0.30757463219986136,3.1601202089051275,0.340704841201809,17.8,27.615,0.1833333333333336,10.64,0.2066666666666664,0,2.475,5,1
NP,NP5,2023,91,3,8,0.4792781532025641,0.41999999999999993,6.283862068965517,2.22,-1.1925741001189851,3.630773652404487,0.6597122616523138,17.8,27.115,1.176666666666666,10.33,-0.206666666666667,0,2.475,8,1
PP,PP3,2023,91,3,7,0.4792781532025641,0.4900000000000002,6.113684210526316,1.08,-0.7124474819910185,2.077413135867676,0.7155829679970509,17.8,28.53,0.6333333333333341,11.005,-0.009999999999999789,0,2.475,0,0
NP,NP1,2023,94,3,10,0.7726484247538209,0.3999999999999999,5.608783783783784,3.69,-0.21889513198156357,2.046900018824452,0.5035805958689472,20,29.33,0.4533333333333343,10.64,0.24666666666666676,0.375,2.125,1,1
NP,NP3,2023,94,3,9,0.7726484247538209,0.4499999999999993,7.04010101010101,2.6800000000000006,-1.814798817864868,6.021171960181171,0.7065999787514555,20,28.495,0.4166666666666667,11.155,0.13666666666666671,0.375,2.125,3,1
NP,NP5,2023,94,3,9,0.7726484247538209,0.44,6.543299319727892,3.31,-0.38899204089928974,3.6904551095956304,0.30710559649796343,20,28.9,0.033333333333332625,10.64,0.4133333333333334,0.375,2.125,2,1
PP,PP3,2023,94,3,9,0.7726484247538209,0.54,5.994296028880866,2.6,-0.4063872972462255,2.030758899964842,0.5643203806325321,20,29.34,-0.09333333333333373,11.185,0.1300000000000002,0.375,2.125,0,0
NP,NP1,2023,98,4,11,0.9650256330543046,0.92,1.889131578947368,7.33,-0.08161958142215642,1.5614607012974175,0.6362742167103035,31.7,30.42,0.2049999999999992,11.025,0.00749999999999984,0,3.66,2,1
NP,NP3,2023,98,4,10,0.9650256330543046,0.4800000000000004,2.462887139107612,8.93,0.5040883673350368,2.296016177819974,0.5399334566328179,31.7,28.075000000000003,-0.5225,11.765,0.20250000000000007,0,3.66,8,1
NP,NP5,2023,98,4,10,0.9650256330543046,0.69,1.9315183246073295,6.87,-0.08573673968422083,2.0474050226998157,0.4856250554954899,31.7,29.76,0.40500000000000025,11,-0.1299999999999999,0,3.66,1,1
PP,PP1,2023,98,4,3,0.9650256330543046,0.9300000000000002,1.5263707571801557,6.99,0.2078524953811492,2.127536885921934,0.4841137482775607,31.7,29.815,-0.03750000000000053,11.535,0.11749999999999972,0,3.66,0,0
PP,PP3,2023,98,4,10,0.9650256330543046,0.6100000000000003,2.24038961038961,7.94,-0.06616262873737044,2.009175991954526,0.4934435221673007,31.7,28.915,-0.14250000000000007,11.36,-0.010000000000000233,0,3.66,1,1
NP,NP1,2023,102,4,12,0.8885793017743744,0.69,4.5678457446808505,3.87,-0.3921851185823926,2.7853171023311543,0.4091967008401563,23.6,30.39,-0.21999999999999972,10.695,-0.17249999999999988,0.46,2.8,5,1
NP,NP3,2023,102,4,11,0.8885793017743744,0.5800000000000001,5.057978723404255,3.63,-0.534526326306282,2.109677156490388,0.6024382150896151,23.6,27.575000000000003,0.2725,11.775,-0.1974999999999998,0.46,2.8,1,1
NP,NP5,2023,102,4,11,0.8885793017743744,0.6299999999999999,5.096808510638298,2.98,0.10000035404424354,2.1256387310279496,0.4688936134550653,23.6,29.555,-0.5075000000000003,10.625,-0.05750000000000011,0.46,2.8,2,1
PP,PP3,2023,102,4,11,0.8885793017743744,0.6400000000000006,4.403721518987342,3.830000000000001,-0.20145300401270605,3.477041845798446,0.29558585330607523,23.6,28.265,-0.1825000000000001,11.19,-0.07500000000000018,0.46,2.8,1,1
PP,PP6,2023,102,4,2,0.8885793017743744,0.8399999999999999,3.829093198992444,3.6600000000000006,-0.08468145799416986,1.8447070915088288,0.5391558927691116,23.6,28.385,0.1175000000000006,11.61,-0.0950000000000002,0.46,2.8,7,1
NP,NP1,2023,107,5,13,0.4965938428536104,0.5699999999999998,6.203783783783784,2.3,0.35364335015524734,2.3529475945180054,0.4735246984272801,24.4,30.05,0.039999999999999855,10.29,-0.023999999999999844,1.1833333333333331,2.7333333333333334,3,1
NP,NP3,2023,107,5,12,0.4965938428536104,0.5800000000000001,7.020396659707725,2.17,-0.3006673546426237,3.5945439776876302,0.3003483766372374,24.4,28.72,0.23999999999999985,11.420000000000002,0.016000000000000014,1.1833333333333331,2.7333333333333334,4,1
NP,NP5,2023,107,5,12,0.4965938428536104,0.5300000000000002,6.669771784232365,2.02,-0.05678978231517261,1.873358962955188,0.5299936417162621,24.4,29.01,0.18800000000000025,10.97,0.184,1.1833333333333331,2.7333333333333334,2,1
PP,PP1,2023,107,5,4,0.4965938428536104,0.6799999999999999,6.043583333333334,2.4800000000000004,-0.13772751612715609,2.222615467957604,0.45374628035999104,24.4,29.85,-0.019999999999999574,11,-0.03599999999999994,1.1833333333333331,2.7333333333333334,1,1
PP,PP3,2023,107,5,12,0.4965938428536104,0.6699999999999999,6.036203319502075,2.0900000000000007,0.16291251932399045,2.135281305714072,0.4758562727092536,24.4,28.985,0.43400000000000033,11.34,0.12000000000000027,1.1833333333333331,2.7333333333333334,1,1
PP,PP6,2023,107,5,3,0.4965938428536104,0.6400000000000006,6.440835073068893,1.66,0.21419883709571863,2.365175634269337,0.4377187067290669,24.4,28.895000000000003,0.11000000000000014,10.98,-0.17600000000000016,1.1833333333333331,2.7333333333333334,0,0
NP,NP1,2023,112,5,14,0.08955612844759965,0.6300000000000003,6.7322474226804125,3.750000000000001,0.27958871806508795,2.3237043041041043,0.45942503675070784,27.1,30.85,0.2919999999999995,10.505,0.1099999999999998,1.5333333333333334,3.2,3,1
NP,NP3,2023,112,5,13,0.08955612844759965,0.92,7.5258726899383985,3.640000000000001,-0.01168286939649812,1.7122646037434623,0.5781223637622132,27.1,28.715,-0.24200000000000016,11.015,-0.1780000000000001,1.5333333333333334,3.2,8,1
NP,NP5,2023,112,5,13,0.08955612844759965,0.5800000000000001,7.111810699588477,3.7600000000000007,0.1908550012871076,1.7235020400897991,0.5953095695789066,27.1,29.06,-0.16799999999999998,11.025,-0.1620000000000001,1.5333333333333334,3.2,6,1
PJ,PJ6,2023,112,5,1,0.08955612844759965,1.85,6.898900862068966,2.6499999999999995,0.0983257829159974,1.894762642276116,0.5271810125863253,27.1,29.805,0.13799999999999954,10.97,-0.3,1.5333333333333334,3.2,2,1
PP,PP1,2023,112,5,5,0.08955612844759965,0.6799999999999999,6.869699570815452,3.78,0.08576373427320974,1.6065891265174888,0.6203368396766128,27.1,29.68,-0.048000000000000403,10.615,-0.11799999999999997,1.5333333333333334,3.2,1,1
PP,PP6,2023,112,5,4,0.08955612844759965,0.6099999999999994,7.102688172043011,3.0700000000000003,-0.04937475902774555,1.7231040054729685,0.5755352051102804,27.1,29.315,0.05799999999999983,10.405,-0.05399999999999992,1.5333333333333334,3.2,2,1
NP,NP1,2023,115,3,15,0.04373533783946866,0.6800000000000002,6.370889679715302,2.16,0.31908541106910404,2.402382050613642,0.450963096485356,18.4,30.54,-0.6933333333333328,10.57,-0.14,4.9,2.525,0,0
NP,NP3,2023,115,3,14,0.04373533783946866,0.5,7.285899280575539,1.79,-1.3611339221019283,4.6344510537638985,0.6088016107826497,18.4,28.465,0.23666666666666691,10.66,0.05999999999999991,4.9,2.525,1,1
NP,NP5,2023,115,3,14,0.04373533783946866,0.5499999999999998,6.972355072463768,2.3600000000000003,0.23010397552514408,2.5616443093329813,0.4038577328995207,18.4,28.83,0.12666666666666634,10.454999999999998,-0.11000000000000004,4.9,2.525,1,1
PJ,PJ7,2023,115,3,1,0.04373533783946866,1.63,7.13335593220339,2.6999999999999997,-0.2407183199023636,3.156443254491593,0.3297013306715246,18.4,26.840000000000003,-0.22000000000000008,10.605,-0.15666666666666687,4.9,2.525,1,1
PP,PP1,2023,115,3,6,0.04373533783946866,0.5599999999999998,6.444333333333334,2.140000000000001,-0.2718033495002934,2.221491472172364,0.4757143910320599,18.4,29.675,0.07666666666666681,10.425,0.06999999999999969,4.9,2.525,0,0
PP,PP6,2023,115,3,5,0.04373533783946866,0.5599999999999996,7.094418604651163,1.46,-0.9145661834237,6.027766688044502,0.30099693223803725,18.4,29.455,-0.0033333333333338544,10.375,0.07000000000000028,4.9,2.525,0,0
PJ,PJ7,2023,121,6,2,0.3819437896148893,1.59,5.018257042253521,4.44,0.06069715674735671,2.146729118466688,0.4634446036167281,16.3,27.315,0.26833333333333326,11.155,0.2616666666666667,3.3714285714285714,2.9571428571428573,0,0
PP,PP1,2023,121,6,7,0.3819437896148893,1.21,3.967429078014184,4.43,0.6030416692571116,2.062854555224588,0.6561424320448559,16.3,29.56,-0.07666666666666681,10.665,0.04500000000000023,3.3714285714285714,2.9571428571428573,0,0
PP,PP6,2023,121,6,6,0.3819437896148893,0.6799999999999997,4.527918149466192,4.19,0.706559573263048,2.1177205921661058,0.7029138574183575,16.3,29.46,0.0033333333333332624,10.77,0.09666666666666668,3.3714285714285714,2.9571428571428573,2,1
NP,NP1,2023,119,4,16,0.28167835376351724,0.5999999999999999,4.532213541666667,4.25,-0.09088788231800558,1.813200188060489,0.5488881699870025,14.6,29.53,0.01499999999999968,10.71,0.17500000000000027,2.24,2.9,3,1
NP,NP3,2023,119,4,15,0.28167835376351724,0.6600000000000001,5.617168831168832,3.05,0.18296328507503656,1.7699446772450178,0.5764936049328241,14.6,28.74,-0.04000000000000004,11.335,0.2925,2.24,2.9,3,1
NP,NP5,2023,119,4,15,0.28167835376351724,0.6900000000000004,5.08298969072165,3.29,-0.03698139776338617,1.6901459564000276,0.5848727946483326,14.6,29.485,0.23249999999999996,10.69,0.20000000000000015,2.24,2.9,0,0
NP,NP1,2023,123,4,17,0.6755624019187816,0.55,3.996579634464752,2.8800000000000003,0.4016599718855437,2.14673788556624,0.5345231349038944,14.5,28.93,-0.3149999999999995,10.83,-0.1150000000000002,2.78,3.02,0,0
NP,NP3,2023,123,4,16,0.6755624019187816,0.75,4.8222454308094,2.74,-0.19302041490341745,1.7284757143501723,0.592461391012884,14.5,28.705,0.022499999999999964,11.72,-0.10000000000000007,2.78,3.02,3,1
NP,NP5,2023,123,4,16,0.6755624019187816,0.5200000000000005,4.703229166666667,2.9600000000000004,-0.08351975010359165,1.9484016089115503,0.5101441936341884,14.5,29.15,-0.39999999999999947,11.26,0.08499999999999996,2.78,3.02,0,0
PJ,PJ7,2023,126,5,3,0.8686934555524427,1.49,5.286424116424117,3.12,0.5587430532459773,3.5471384985479406,0.3666422628478454,16.700000000000003,28.32,0.07999999999999971,11.685,-0.10199999999999997,3.766666666666667,3.5500000000000003,0,0
PP,PP1,2023,126,5,8,0.8686934555524427,1.21,5.1158246346555325,3.1,0.0513825845331233,2.726693921033365,0.3638916670397272,16.700000000000003,29.355,0.010000000000000142,10.86,0.023999999999999844,3.766666666666667,3.5500000000000003,0,0
PP,PP6,2023,126,5,7,0.8686934555524427,0.6099999999999999,5.13014553014553,2.83,-0.2134914932020643,2.0796092722968407,0.4977013299023577,16.700000000000003,29.2,-0.10799999999999985,10.86,-0.08000000000000007,3.766666666666667,3.5500000000000003,0,0
NP,NP1,2023,126,3,18,0.9376400108861273,0.75,5.4909459459459455,2.05,0.5171820338291522,2.3665799384226616,0.5277057098276654,14.7,28.62,0.2133333333333335,10.635,0.023333333333333428,5.275,3.775,3,1
NP,NP3,2023,126,3,17,0.9376400108861273,0.6199999999999992,6.0627946127946135,1.9000000000000004,0.11417592639758578,2.3401297671446484,0.4256996850684958,14.7,28.955,0.13666666666666671,11.25,-0.17999999999999972,5.275,3.775,0,0
NP,NP5,2023,126,3,17,0.9376400108861273,0.5899999999999999,5.817609427609428,1.8999999999999997,0.4177887749729364,2.123910500983467,0.5445691707032113,14.7,28.03,-0.2133333333333335,11.35,-0.05333333333333338,5.275,3.775,0,0
NP,NP1,2023,130,4,19,0.9570253667346444,0.6499999999999999,5.810130208333333,2.53,-0.23561325401481503,2.3070634208662977,0.4517652220654549,15.5,30.23,0.6449999999999996,11.11,0.2200000000000002,0,3.62,1,1
NP,NP3,2023,130,4,18,0.9570253667346444,0.7000000000000002,6.39734908136483,2.45,-0.40118956533722594,2.1113692211376525,0.5432649670431278,15.5,29.585,0.2125000000000004,11.22,0.1200000000000001,0,3.62,3,1
PJ,PJ4,2023,130,4,1,0.9570253667346444,1.4300000000000002,6.1361780104712045,1.4399999999999995,-0.03779846167843307,2.6977150659802747,0.3663767650664964,15.5,28.035,0.11250000000000072,11.645,0.10749999999999992,0,3.62,0,0
PJ,PJ7,2023,130,4,4,0.9570253667346444,1.32,6.777041884816754,1.95,0.8131439015743821,3.825191950432976,0.4299653607304873,15.5,28.555,0.01750000000000007,11.525,0.04749999999999988,0,3.62,0,0
PP,PP1,2023,130,4,9,0.9570253667346444,0.7200000000000006,5.956596858638743,3.4800000000000004,-0.10485250256820042,2.2003974792115875,0.4535068645759834,15.5,29.55,0.08499999999999996,11.205,0.14250000000000007,0,3.62,0,0
NP,NP3,2023,136,6,19,0.5959274685054505,0.7799999999999994,6.864529307282416,2.59,-0.8040095746744687,3.249494272664513,0.5032401735412733,16.2,28.385,-0.5416666666666666,11.010000000000002,-0.15000000000000005,10.6,3.8571428571428568,2,1
NP,NP7,2023,136,6,1,0.5959274685054505,0.8300000000000001,6.374684210526316,3.14,-0.25120782777154566,2.409184847012316,0.43754780321180703,16.2,30.14,0.043333333333333,10.925,-0.17833333333333337,10.6,3.8571428571428568,5,1
PJ,PJ7,2023,136,6,5,0.5959274685054505,2.31,6.888143100511074,2.329999999999999,0.01817381483386318,3.1125585383936323,0.31865475073733496,16.2,28.015,-0.19166666666666643,11.655,0.011666666666666714,10.6,3.8571428571428568,0,0
PJ,PJ8,2023,136,6,1,0.5959274685054505,1.4999999999999998,6.8342057761732855,3.7399999999999993,0.2179207475254114,3.20309100874851,0.324160479247822,16.2,28.015,-0.19166666666666643,11.655,0.011666666666666714,10.6,3.8571428571428568,0,0
PP,PP1,2023,136,6,10,0.5959274685054505,1.79,6.314135593220339,2.71,-0.6782123597440313,3.0175716637717533,0.480505001691818,16.2,29.145,-0.19166666666666643,11.11,-0.12666666666666662,10.6,3.8571428571428568,0,0
NP,NP1,2023,140,4,20,0.14056555814343208,0.49,6.530262467191601,3.289999999999999,0.1700242186197618,2.9491084885880507,0.3444028119519012,18.5,30.045,0.2525000000000004,10.38,0.14000000000000012,0.36,2.9,0,0
NP,NP3,2023,140,4,20,0.14056555814343208,0.5300000000000002,7.267636363636363,2.5200000000000005,-0.16140869348275516,2.2091220012198263,0.45854305471203816,18.5,28.515,0.8774999999999995,10.475,-0.04249999999999998,0.36,2.9,0,0
NP,NP7,2023,140,4,2,0.14056555814343208,0.4899999999999993,6.522473684210526,2.3599999999999994,0.14882000252323457,2.3825696075330853,0.4234593247754728,18.5,30.27,0,10.39,0,0.36,2.9,1,1
PJ,PJ8,2023,140,4,2,0.14056555814343208,1.2300000000000002,7.542832861189802,3.880000000000001,0.34409469519000657,3.635228273328979,0.3035908597564695,18.5,27.270000000000003,-0.08499999999999996,11.63,-0.029999999999999805,0.36,2.9,0,0
NP,NP1,2023,144,4,21,0.0265100012438917,0.49,7.069322916666666,3.540000000000001,0.07787492055621292,2.291028927969597,0.43345566492727794,20.3,29.98,-0.28500000000000014,10.2,-0.23,0.5,2.54,0,0
NP,NP3,2023,144,4,21,0.0265100012438917,1.5200000000000005,9.059583333333332,3.9099999999999993,-0.5353422873105523,3.732884368824274,0.34078881253980886,20.3,29.615,-0.3274999999999997,10.455,0.03249999999999975,0.5,2.54,0,0
NP,NP7,2023,144,4,3,0.0265100012438917,0.5099999999999998,7.666719160104987,3.4799999999999995,-0.25278318609065603,2.1030662893271828,0.4995033598941912,20.3,29.365,-0.4524999999999997,10.455,0.03249999999999975,0.5,2.54,5,1
PJ,PJ8,2023,144,4,3,0.0265100012438917,1.49,8.919859154929577,5.82,0.5062146519950348,4.217379108767915,0.2942065355460361,20.3,27.045,-0.027500000000000743,11.28,-0.14500000000000002,0.5,2.54,0,0
NP,NP1,2023,147,3,22,0.1891791340957601,0.54,7.790466666666666,3.240000000000001,0.028962463869020863,1.590933716071522,0.6186581809612072,19.4,29.525,0.07666666666666681,9.985,0.1633333333333334,2.15,3.425,0,0
NP,NP3,2023,147,3,22,0.1891791340957601,0.5499999999999998,8.710580204778157,3.31,-0.464618255109881,1.999026851345743,0.5989979903471077,19.4,29.55,0.39333333333333326,10.885,0.24333333333333348,2.15,3.425,0,0
NP,NP7,2023,147,3,4,0.1891791340957601,0.47999999999999954,7.50003367003367,4.13,0.4243995879591354,1.9683504562039809,0.590416322205933,19.4,30.07,0.046666666666666856,11.075,0.11666666666666654,2.15,3.425,2,1
PJ,PJ8,2023,147,3,4,0.1891791340957601,1.35,8.828714285714286,3.2700000000000005,0.2621907013211416,2.0098275224185977,0.5226741237645224,19.4,27.275,0.19000000000000009,11.035,0.029999999999999957,2.15,3.425,0,0
NP,NP2,2023,151,4,1,0.5242132573193174,0.75,9.226920980926431,3.749999999999999,-0.3019968785822654,2.3501373380509265,0.4583276765129246,20.5,28.825,-0.2424999999999997,10.22,0.1599999999999997,1.94,2.86,0,0
NP,NP3,2023,151,4,23,0.5242132573193174,0.3799999999999999,9.703422459893048,2.390000000000001,-0.22679709276888407,2.000035378291867,0.5189122302568818,20.5,30.695,0.27749999999999986,10.695,-0.27749999999999986,1.94,2.86,0,0
NP,NP7,2023,151,4,5,0.5242132573193174,0.4399999999999995,8.638840970350405,3.99,-0.15994707165421804,2.066200000178897,0.4897971251463491,20.5,30.625,0.3125,10.52,-0.18999999999999995,1.94,2.86,7,1
PP,PP3,2023,151,4,13,0.5242132573193174,0.7699999999999998,8.478781725888325,3.3200000000000003,-0.04884107631097805,2.094768515673773,0.4724760708072091,20.5,29.135,0.5575000000000001,10.454999999999998,-0.04249999999999998,1.94,2.86,0,0
PP,PP7,2023,151,4,1,0.5242132573193174,0.4599999999999991,8.164613402061855,1.3199999999999994,0.2643281255767268,1.7849675431248488,0.591982201983323,20.5,29.49,-0.5200000000000005,10.685,0.0924999999999998,1.94,2.86,0,0
NP,NP7,2023,155,4,6,0.8746892504990269,0.5899999999999999,8.259375,4.03,0.4689577076296209,2.5798894284823093,0.46738531873795286,25.4,30.625,-0.3125,10.005,-0.06750000000000034,4.22,3.24,4,1
PP,PP3,2023,155,4,14,0.8746892504990269,0.5499999999999998,8.335221932114882,4.209999999999999,0.4536855978753441,2.6822494366372904,0.44430937639930174,25.4,29.41,-0.41999999999999993,10.605,0.11750000000000016,4.22,3.24,0,0
PP,PP7,2023,155,4,2,0.8746892504990269,0.5300000000000002,8.742124352331606,0.9000000000000004,-0.461218298158287,2.8442687754954705,0.4214487929197471,25.4,27.81,-0.3199999999999994,10.7,-0.08499999999999996,4.22,3.24,0,0
NP,NP7,2023,158,3,7,0.9845708986551566,0.4900000000000002,8.968327526132404,3.879999999999999,0.48413220590679606,2.1321692753628985,0.5700362533480883,15.099999999999998,30.08,0.05333333333333338,9.73,-0.09333333333333312,1.6749999999999998,3.15,0,0
PP,PP3,2023,158,3,15,0.9845708986551566,0.3899999999999999,9.073426573426572,3.68,0.4560097340617397,2.230714616209568,0.5330549779156013,15.099999999999998,29.425,0.5700000000000003,10.82,-0.01333333333333305,1.6749999999999998,3.15,0,0
NP,NP1,2024,45,2,1,0.04500623981714488,0.48,6.560376344086022,4.279999999999999,-0.02541663797184182,1.8060051098755687,0.53928911793703,20.4,27.97,0.1899999999999995,10.285,0.4350000000000005,0,2.966666666666667,2,1
NP,NP3,2024,45,2,1,0.04500623981714488,0.4399999999999995,7.539627659574468,3.28,-0.3986802112327456,2.040303612988552,0.554258912899563,20.4,28.59,0.5100000000000016,10.99,0.16000000000000014,0,2.966666666666667,4,1
NP,NP5,2024,45,2,1,0.04500623981714488,0.4400000000000004,7.558369565217391,4.29,-1.0178148611510416,2.726360698653874,0.7327417012988436,20.4,28.59,0.5100000000000016,10.99,0.16000000000000014,0,2.966666666666667,3,1
NP,NP5,2024,49,4,2,0.2545100649382636,1.1899999999999995,8.577664041994751,3.86,0.12869031509114934,2.1616238331396405,0.4641876249977368,22.8,28.01,-0.5449999999999999,10.36,-0.395,13.2,4.16,15,1
NP,NP1,2024,51,2,3,0.5484424963872894,0.33999999999999986,7.664894736842105,3.789999999999999,0.3997801219225473,2.033467495051721,0.5566939664540514,13.9,28.47,0.33000000000000007,9.43,0.4299999999999997,9.733333333333334,3.466666666666667,0,0
NP,NP3,2024,51,2,2,0.5484424963872894,0.3800000000000008,9.0325,3.2700000000000005,-0.2431464219265261,1.659660580017842,0.6218697864281965,13.9,27.635,0.7149999999999999,9.085,-0.4850000000000003,9.733333333333334,3.466666666666667,9,1
NP,NP5,2024,51,2,3,0.5484424963872894,0.3799999999999999,8.344010695187166,3.28,-0.005280919428148738,2.1236486882115213,0.45840399388900094,13.9,27.635,0.7149999999999999,9.085,-0.4850000000000003,9.733333333333334,3.466666666666667,3,1
PP,PP1,2024,51,2,1,0.5484424963872894,0.46,7.139090909090909,3.56,0.6664355968986897,2.5908341290046875,0.5453253237390249,13.9,28.57,-0.14999999999999858,10.085,0.16500000000000004,9.733333333333334,3.466666666666667,6,1
PP,PP3,2024,51,2,1,0.5484424963872894,0.4499999999999993,7.683227513227513,3.369999999999999,0.7525182340092529,2.770648249426778,0.5536722812283481,13.9,27.905,0.40499999999999936,10.425,0.4850000000000003,9.733333333333334,3.466666666666667,5,1
NP,NP3,2024,57,6,3,0.8707379637357454,0.6499999999999986,7.881109185441941,2.1100000000000003,-1.4504175111409068,5.445885457581027,0.56699218752782,21.9,28.365,0.004999999999999598,10.35,0.5833333333333334,0.07142857142857144,1.5142857142857145,15,1
NP,NP5,2024,57,6,4,0.8707379637357454,0.54,6.661557093425606,3.98,-0.2733518648639867,2.094631194392572,0.5088404585348686,21.9,28.365,0.004999999999999598,10.35,0.5833333333333334,0.07142857142857144,1.5142857142857145,3,1
PP,PP1,2024,57,6,2,0.8707379637357454,0.5100000000000002,6.034835355285963,5.079999999999999,-0.09991095465386853,2.5461786415049525,0.39325720130574593,21.9,28.06,-0.1200000000000004,10.44,0.06333333333333346,0.07142857142857144,1.5142857142857145,3,1
PP,PP3,2024,57,6,2,0.8707379637357454,0.6500000000000004,6.912921739130434,3.1500000000000004,-0.14012216830235086,2.233951870527261,0.4525126237671104,21.9,28.405,0.03166666666666688,10.435,-0.1583333333333332,0.07142857142857144,1.5142857142857145,10,1
NP,NP1,2024,59,2,4,0.9795283462306988,0.4500000000000002,8.182328042328042,0.8200000000000003,-0.8013943974322285,3.3400705808782467,0.4817792451053305,7.000000000000001,27.95,-0.7300000000000004,9.945,-0.2750000000000004,7.2,2.1666666666666665,4,1
NP,NP3,2024,59,2,4,0.9795283462306988,0.33000000000000007,8.245,0.8100000000000005,-0.2773870096983186,1.694166034596911,0.6196125400595341,7.000000000000001,27.57,-0.8099999999999987,11.59,-0.5099999999999998,7.2,2.1666666666666665,11,1
NP,NP5,2024,59,2,5,0.9795283462306988,0.3100000000000005,8.292010582010581,0.8799999999999999,-0.8757781356430554,2.7354550788060403,0.6333903388928744,7.000000000000001,27.57,-0.8099999999999987,11.59,-0.5099999999999998,7.2,2.1666666666666665,4,1
PP,PP1,2024,59,2,3,0.9795283462306988,0.3900000000000001,8.157631578947369,1.010000000000001,0.14967048132218128,2.807641864074165,0.3547613542358164,7.000000000000001,27.82,0.120000000000001,10.32,-0.3100000000000005,7.2,2.1666666666666665,2,1
PP,PP3,2024,59,2,3,0.9795283462306988,0.54,8.418906250000001,0.6400000000000006,-0.5150082670077087,2.925022176941611,0.42277219100243807,7.000000000000001,28.335,-0.16499999999999915,10,0.03999999999999915,7.2,2.1666666666666665,20,1
NP,NP1,2024,63,4,5,0.8086666159276064,0.41999999999999993,7.838144329896907,3.500000000000001,-1.284199309325236,4.112998994551087,0.6389076938357774,16.7,27.78,0.28000000000000025,10.13,0.23,1.74,1.2,4,1
NP,NP3,2024,63,4,5,0.8086666159276064,0.3899999999999988,8.919461538461539,0.9299999999999996,-0.17987718080680223,2.4500134830615283,0.4160855862223705,16.7,27.625,0.4324999999999992,10.82,-0.1299999999999999,1.74,1.2,19,1
NP,NP5,2024,63,4,6,0.8086666159276064,1.0499999999999998,8.347467700258399,5.139999999999999,-1.95086841237782,10.456272263040294,0.45650546059561153,16.7,27.625,0.4324999999999992,10.82,-0.1299999999999999,1.74,1.2,9,1
PP,PP1,2024,63,4,4,0.8086666159276064,0.46,8.024781491002571,3.6999999999999993,-1.4231229184851777,7.101064334916436,0.4227617890875772,16.7,28.18,0.1200000000000001,10.51,0.25,1.74,1.2,0,0
PP,PP3,2024,63,4,4,0.8086666159276064,0.4299999999999997,8.029558441558441,2.75,-0.6888025494358532,3.3549985788419074,0.4348867338730515,16.7,28.245,0.037499999999999645,10.78,0,1.74,1.2,18,1
PP,PP6,2024,63,4,1,0.8086666159276064,0.4900000000000002,8.44762148337596,1.7699999999999996,-0.7640324295632825,2.7101221170994587,0.5785782027032471,16.7,27.34,0.41999999999999993,10.6,0.14000000000000012,1.74,1.2,9,1
NP,NP1,2024,66,3,6,0.4795583617278294,0.35000000000000053,6.766864111498258,4.48,-1.141558527677566,3.6529829797241455,0.623254367197025,14.4,28.54,0.13333333333333286,11.22,0.41999999999999993,0,2.15,1,1
NP,NP3,2024,66,3,6,0.4795583617278294,0.33999999999999986,8.168327402135231,3.579999999999999,-1.5912854762842554,4.284754511028264,0.8160236792771679,14.4,28.505,0.010000000000000378,10.945,0.25666666666666654,0,2.15,14,1
NP,NP5,2024,66,3,7,0.4795583617278294,0.2999999999999998,7.20709219858156,4.409999999999999,-0.6835574477183513,2.9301600569497293,0.49358879469544015,14.4,28.505,0.010000000000000378,10.945,0.25666666666666654,0,2.15,5,1
PP,PP1,2024,66,3,5,0.4795583617278294,0.33999999999999986,5.277285714285714,2.9,-0.39078720387449234,2.403787806578657,0.4716954238044368,14.4,28.61,0.12666666666666634,11.4,0.2599999999999998,0,2.15,0,0
PP,PP3,2024,66,3,5,0.4795583617278294,0.54,6.711964912280702,3.04,-1.162368610590617,3.3392647440945384,0.6960098786594224,14.4,28.43,0.07333333333333296,11.185,0.2700000000000002,0,2.15,7,1
PP,PP6,2024,66,3,2,0.4795583617278294,0.41999999999999904,6.95068345323741,3.4799999999999995,-1.1574721106068229,3.759957741706951,0.614955778201005,14.4,28.2,0.033333333333333805,11.295000000000002,0.27666666666666667,0,2.15,6,1
NP,NP1,2024,69,3,7,0.19428584863540568,0.5900000000000007,4.286573426573427,3.37,0.29880304696203014,2.2941601598217134,0.4669515905786176,11.8,28.98,0.16000000000000014,11.335,-0.3433333333333331,5.1,3.275,3,1
NP,NP3,2024,69,3,7,0.19428584863540568,0.6300000000000008,5.3982413793103445,3.01,-0.14598259653906714,2.855672385101641,0.3515829054070434,11.8,29.59,0.7133333333333335,11.175,-0.1033333333333335,5.1,3.275,16,1
NP,NP5,2024,69,3,8,0.19428584863540568,0.6399999999999997,5.414914675767919,3.55,-0.17788841474890224,2.0034939767195508,0.5063378213972866,11.8,29.59,0.7133333333333335,11.175,-0.1033333333333335,5.1,3.275,1,1
PP,PP3,2024,69,3,6,0.19428584863540568,0.6499999999999995,5.011965517241379,2.8000000000000003,-0.056841846482250026,2.6051122179050834,0.3785059071107706,11.8,28.2,-0.22666666666666657,11.31,-0.18666666666666684,5.1,3.275,12,1
